timestamp,device_id,dev_eui,fcnt,encryption_scheme,payload_length,encrypted_payload_length,encryption_time_ns,transmission_time_s,energy_consumption_nj,packet_loss,gateway_id,snr,rssi,data_rate,frequency,sf,bandwidth_hz,rx_power_dbm,tx_start,tx_end
801.0,DEV_020,b2c201b84a9af945,21,Advanced-ECC-AES,37,217,1305100,0.171648,4234997.396956361,False,GW_1,17.222489723242294,-95.09756165227182,6,867.9,7,250000,-95.09756165227182,801.0,801.171648
805.0,DEV_006,787176f17fbdca08,25,ChaCha20-Poly1305-Lite,33,49,39100,0.024384,352502.342843117,False,GW_1,18.59924338635147,-92.36007948942515,5,868.1,7,500000,-92.36007948942515,805.0,805.024384
805.0,DEV_016,9439ff9ffb85875d,25,Advanced-ECC-AES,44,224,1333300,0.17676799999999998,2163033.283811834,False,GW_2,27.897824272846748,-85.57536038907779,6,867.3,7,250000,-85.57536038907779,805.0,805.176768
805.0,DEV_017,17ffad60894390d1,25,Hybrid-ECC-AES,19,67,118300,0.030784,357009.9384631484,False,GW_1,28.137115807273364,-82.39692708591527,5,867.3,7,500000,-82.39692708591527,805.0,805.030784
809.0,DEV_005,58ea5af6ab6a0941,23,ChaCha20-Poly1305-Lite,49,65,27500,0.061568,1310355.8621434951,False,GW_1,25.86609417093949,-86.7828941000362,6,867.9,7,250000,-86.7828941000362,809.0,809.061568
832.0,DEV_020,b2c201b84a9af945,22,Advanced-ECC-AES,37,217,1301300,0.171648,4234997.396956361,False,GW_1,30.34534005698183,-84.152695968821,6,867.9,7,250000,-84.152695968821,832.0,832.171648
836.0,DEV_006,787176f17fbdca08,26,ChaCha20-Poly1305-Lite,33,49,42800,0.024384,352502.342843117,False,GW_1,23.11618379387758,-88.74477359536336,5,868.3,7,500000,-88.74477359536336,836.0,836.024384
836.0,DEV_016,9439ff9ffb85875d,26,Advanced-ECC-AES,44,224,1297400,0.17676799999999998,2163033.283811834,False,GW_2,20.796797963913622,-92.72287432190716,6,868.3,7,250000,-92.72287432190716,836.0,836.176768
836.0,DEV_017,17ffad60894390d1,26,Hybrid-ECC-AES,19,67,116800,0.030784,357009.9384631484,False,GW_1,22.420390925141223,-88.30891586762606,5,867.5,7,500000,-88.30891586762606,836.0,836.030784
840.0,DEV_005,58ea5af6ab6a0941,24,ChaCha20-Poly1305-Lite,49,65,26700,0.061568,1310355.8621434951,False,GW_1,24.943563569229624,-87.60966513462198,6,868.3,7,250000,-87.60966513462198,840.0,840.061568
842.0,DEV_003,9248fc49325b5799,14,ChaCha20-Poly1305,27,55,23300,0.575488,11157630.78527769,False,GW_2,32.39452359441758,-82.56570842971405,5,867.5,11,250000,-82.56570842971405,842.0,842.575488
846.0,DEV_002,11fa48e6a768a183,6,Advanced-ECC-AES,21,201,1305400,0.461312,6517930.448028314,False,GW_1,27.1148793058735,-83.31864491553175,5,867.1,10,500000,-83.31864491553175,846.0,846.461312
846.0,DEV_009,aa6908fa03f6d75d,6,AES-128-GCM,49,77,79700,0.13849599999999998,3109025.486879807,False,GW_2,33.132982282530975,-84.8573572851689,5,867.3,7,125000,-84.8573572851689,846.0,846.138496
846.0,DEV_014,6d10c6ab3016214a,6,ChaCha20-Poly1305,25,53,27800,0.328704,6331240.140147662,False,GW_2,52.26343121763059,-62.87262844777916,5,867.1,7,125000,-62.87262844777916,846.0,846.328704
851.0,DEV_018,aa7ad16904ecfecf,1,Advanced-ECC-AES,50,230,1308300,8.200192,105356291.7481903,False,GW_1,28.563132460178256,-90.61709429999839,0,868.1,12,125000,-90.61709429999839,851.0,859.200192
853.0,DEV_004,0fdf179ede7911aa,13,AES-128-GCM,11,39,75700,0.077056,850858.745599224,False,GW_1,27.701340068959055,-85.59503384034004,5,868.1,8,250000,-85.59503384034004,853.0,853.077056
853.0,DEV_007,e3d098a80cc45ce0,13,ChaCha20-Poly1305-Lite,41,57,32900,0.308224,6920811.008035603,False,GW_2,26.278152903317356,-83.67284404412212,5,867.5,11,500000,-83.67284404412212,853.0,853.308224
853.0,DEV_008,acd53140c023c37a,13,ChaCha20-Poly1305-Lite,48,64,24900,0.097536,1818310.923504727,False,GW_2,36.60955804482558,-74.03762014737221,5,868.5,9,500000,-74.03762014737221,853.0,853.097536
853.0,DEV_011,3e9eab81acc2d90c,13,ChaCha20-Poly1305,32,60,23000,0.028224,427343.74388669414,False,GW_1,28.303713182311828,-80.92766207173932,5,867.7,7,500000,-80.92766207173932,853.0,853.028224
853.0,DEV_013,3f1fdbaceaf6af6d,13,AES-128-GCM,26,54,52800,0.184832,4422971.538182129,False,GW_2,36.46398521492637,-81.1088651844853,4,868.1,8,125000,-81.1088651844853,853.0,853.184832
853.0,DEV_015,43f01e2b7ac8a8f8,13,AES-128-GCM,10,38,43500,0.45260799999999995,9325121.55258484,False,GW_1,31.26883708415187,-81.05282166977673,5,867.3,12,500000,-81.05282166977673,853.0,853.452608
863.0,DEV_020,b2c201b84a9af945,23,Advanced-ECC-AES,37,217,1362600,0.171648,4234997.396956361,False,GW_1,22.586524707609247,-91.25486659363331,6,867.5,7,250000,-91.25486659363331,863.0,863.171648
867.0,DEV_006,787176f17fbdca08,27,ChaCha20-Poly1305-Lite,33,49,39900,0.024384,352502.342843117,False,GW_1,20.071368296908325,-89.70137881840088,5,867.1,7,500000,-89.70137881840088,867.0,867.024384
867.0,DEV_016,9439ff9ffb85875d,27,Advanced-ECC-AES,44,224,1357000,0.17676799999999998,2163033.283811834,False,GW_2,30.39813195706843,-83.04457039286564,6,867.3,7,250000,-83.04457039286564,867.0,867.176768
867.0,DEV_017,17ffad60894390d1,27,Hybrid-ECC-AES,19,67,116900,0.030784,357009.9384631484,False,GW_1,20.583977757744197,-89.82677082002557,5,867.3,7,500000,-89.82677082002557,867.0,867.030784
871.0,DEV_005,58ea5af6ab6a0941,25,ChaCha20-Poly1305-Lite,49,65,28100,0.061568,1310355.8621434951,False,GW_1,32.2478861577522,-81.59856970205114,6,867.7,7,250000,-81.59856970205114,871.0,871.061568
894.0,DEV_020,b2c201b84a9af945,24,Advanced-ECC-AES,37,217,1366700,0.171648,4234997.396956361,False,GW_1,29.96936597835186,-85.34315440027312,6,868.3,7,250000,-85.34315440027312,894.0,894.171648
898.0,DEV_006,787176f17fbdca08,28,ChaCha20-Poly1305-Lite,33,49,35200,0.024384,352502.342843117,False,GW_2,22.761759658329368,-88.42816233489955,5,867.7,7,500000,-88.42816233489955,898.0,898.024384
898.0,DEV_016,9439ff9ffb85875d,28,Advanced-ECC-AES,44,224,1292300,0.17676799999999998,2163033.283811834,False,GW_2,28.94131135117595,-85.96669482703287,6,867.1,7,250000,-85.96669482703287,898.0,898.176768
898.0,DEV_017,17ffad60894390d1,28,Hybrid-ECC-AES,19,67,113000,0.030784,357009.9384631484,False,GW_1,32.0662373654063,-79.24602697154616,5,868.1,7,500000,-79.24602697154616,898.0,898.030784
